project_id,ngo_id,project_name,project_status,primary_sector,secondary_sectors,location_country,location_state_primary,location_district_primary,is_remote_area,is_disaster_relief,start_date,end_date,duration_months,duration_days,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,ngo_age_years_at_start,number_of_operational_states,number_of_operational_districts,number_of_sectors,prior_projects_count,prior_max_beneficiaries
PRJ_NGO_00071_3,NGO_00071,Environment & Forests Initiative #3 (Kolkata),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation"", ""Healthcare & Nutrition""]",India,West Bengal,Kolkata,False,True,2022-02-01,2022-10-29,9,270,4883,11,3,3,Successfully completed primary community training and material deployment.,9,1,3,3,0,
PRJ_NGO_00071_2,NGO_00071,Environment & Forests Initiative #2 (Kolkata),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation"", ""Healthcare & Nutrition""]",India,West Bengal,Kolkata,False,True,2023-08-01,2024-02-27,7,210,4779,13,3,3,Successfully completed primary community training and material deployment.,10,1,3,3,1,4883.0
PRJ_NGO_00071_1,NGO_00071,Environment & Forests Initiative #1 (Kolkata),Ongoing,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation"", ""Healthcare & Nutrition""]",India,West Bengal,Kolkata,False,True,2024-03-01,,21,630,1259,18,3,3,,11,1,3,3,2,4883.0
PRJ_NGO_00072_6,NGO_00072,Child Welfare Initiative #6 (North 24 Parganas),Completed,Social Welfare & Community Development,[],India,West Bengal,North 24 Parganas,False,False,2019-11-01,2020-10-26,12,360,4380,11,3,3,Successfully completed primary community training and material deployment.,3,1,3,1,0,
PRJ_NGO_00072_5,NGO_00072,Child Welfare Initiative #5 (North 24 Parganas),Completed,Social Welfare & Community Development,[],India,West Bengal,North 24 Parganas,False,False,2020-03-01,2020-08-28,6,180,4150,10,5,5,Successfully completed primary community training and material deployment.,4,1,3,1,1,4380.0
PRJ_NGO_00072_4,NGO_00072,Child Welfare Initiative #4 (North 24 Parganas),Completed,Social Welfare & Community Development,[],India,West Bengal,North 24 Parganas,False,False,2021-07-01,2023-05-22,23,690,542,2,6,6,Successfully completed primary community training and material deployment.,5,1,3,1,2,4380.0
PRJ_NGO_00072_3,NGO_00072,Child Welfare Initiative #3 (North 24 Parganas),Completed,Social Welfare & Community Development,[],India,West Bengal,North 24 Parganas,False,False,2022-02-01,2023-11-23,22,660,1366,13,4,3,Successfully completed primary community training and material deployment.,6,1,3,1,3,4380.0
PRJ_NGO_00072_2,NGO_00072,Child Welfare Initiative #2 (North 24 Parganas),Completed,Social Welfare & Community Development,[],India,West Bengal,North 24 Parganas,False,False,2023-11-01,2024-07-28,9,270,4744,6,5,5,Successfully completed primary community training and material deployment.,7,1,3,1,4,4380.0
PRJ_NGO_00072_1,NGO_00072,Child Welfare Initiative #1 (North 24 Parganas),Completed,Social Welfare & Community Development,[],India,West Bengal,North 24 Parganas,False,False,2024-08-01,2025-01-28,6,180,2114,2,5,5,Successfully completed primary community training and material deployment.,8,1,3,1,5,4744.0
PRJ_NGO_00073_2,NGO_00073,Rural Development Initiative #2 (Nashik),Completed,Social Welfare & Community Development,[],India,Maharashtra,Nashik,False,False,2023-01-01,2024-01-26,13,390,2476,15,6,4,Successfully completed primary community training and material deployment.,16,2,5,1,0,
PRJ_NGO_00073_1,NGO_00073,Rural Development Initiative #1 (Nashik),Completed,Social Welfare & Community Development,[],India,Maharashtra,Nashik,False,False,2024-06-01,2025-12-23,19,570,2444,5,6,5,Successfully completed primary community training and material deployment.,17,2,5,1,1,2476.0
PRJ_NGO_00074_2,NGO_00074,Healthcare & Medical Initiative #2 (Khordha),Completed,Healthcare & Nutrition,[],India,Odisha,Khordha,True,False,2024-10-01,2025-09-26,12,360,1232,18,5,4,Successfully completed primary community training and material deployment.,16,1,2,1,0,
PRJ_NGO_00074_1,NGO_00074,Healthcare & Medical Initiative #1 (Khordha),Completed,Healthcare & Nutrition,[],India,Odisha,Khordha,True,False,2025-06-01,2027-05-22,24,720,1084,5,3,3,Successfully completed primary community training and material deployment.,17,1,2,1,1,1232.0
PRJ_NGO_00075_1,NGO_00075,Environment & Forests Initiative #1 (Mysuru),Ongoing,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Karnataka,Mysuru,False,False,2024-01-01,,12,360,2527,7,4,2,,0,1,3,2,0,
PRJ_NGO_00075_2,NGO_00075,Environment & Forests Initiative #2 (Mysuru),Completed,"Water, Sanitation & Environment","[""Education & Skill Development""]",India,Karnataka,Mysuru,False,False,2024-06-01,2026-04-22,23,690,1662,8,3,3,Successfully completed primary community training and material deployment.,0,1,3,2,1,2527.0
PRJ_NGO_00076_2,NGO_00076,Water & Sanitation Initiative #2 (Thiruvananthapuram),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development"", ""Healthcare & Nutrition""]",India,Kerala,Thiruvananthapuram,False,False,2023-03-01,2024-08-22,18,540,2058,8,6,3,Successfully completed primary community training and material deployment.,2,1,2,3,0,
PRJ_NGO_00076_1,NGO_00076,Water & Sanitation Initiative #1 (Thiruvananthapuram),Completed,"Water, Sanitation & Environment","[""Social Welfare & Community Development"", ""Healthcare & Nutrition""]",India,Kerala,Thiruvananthapuram,False,False,2024-05-01,2025-09-23,17,510,3523,20,3,3,Successfully completed primary community training and material deployment.,3,1,2,3,1,2058.0
PRJ_NGO_00077_5,NGO_00077,Skill Development & Livelihood Initiative #5 (Udaipur),Completed,Education & Skill Development,[],India,Rajasthan,Udaipur,True,False,2020-11-01,2022-06-24,20,600,3015,14,4,4,Successfully completed primary community training and material deployment.,6,1,4,1,0,
PRJ_NGO_00077_4,NGO_00077,Skill Development & Livelihood Initiative #4 (Udaipur),Completed,Education & Skill Development,[],India,Rajasthan,Udaipur,True,False,2021-05-01,2022-04-26,12,360,565,16,3,2,Successfully completed primary community training and material deployment.,7,1,4,1,1,3015.0
PRJ_NGO_00077_3,NGO_00077,Skill Development & Livelihood Initiative #3 (Udaipur),Completed,Education & Skill Development,[],India,Rajasthan,Udaipur,True,False,2022-09-01,2023-05-29,9,270,826,5,5,5,Successfully completed primary community training and material deployment.,8,1,4,1,2,3015.0
PRJ_NGO_00077_2,NGO_00077,Skill Development & Livelihood Initiative #2 (Udaipur),Completed,Education & Skill Development,[],India,Rajasthan,Udaipur,True,False,2023-03-01,2024-04-24,14,420,2591,4,4,4,Successfully completed primary community training and material deployment.,9,1,4,1,3,3015.0
PRJ_NGO_00077_1,NGO_00077,Skill Development & Livelihood Initiative #1 (Udaipur),Completed,Education & Skill Development,[],India,Rajasthan,Udaipur,True,False,2024-11-01,2025-09-27,11,330,982,14,3,3,Successfully completed primary community training and material deployment.,10,1,4,1,4,3015.0
PRJ_NGO_00078_6,NGO_00078,Environment & Forests Initiative #6 (Noida),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Uttar Pradesh,Noida,False,False,2019-12-01,2021-07-23,20,600,1299,10,5,2,Successfully completed primary community training and material deployment.,1,1,2,2,0,
PRJ_NGO_00078_5,NGO_00078,Environment & Forests Initiative #5 (Noida),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Uttar Pradesh,Noida,False,False,2020-08-01,2021-10-25,15,450,1442,14,4,2,Successfully completed primary community training and material deployment.,2,1,2,2,1,1299.0
PRJ_NGO_00078_4,NGO_00078,Environment & Forests Initiative #4 (Noida),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Uttar Pradesh,Noida,False,False,2021-02-01,2022-04-27,15,450,3710,9,3,2,Successfully completed primary community training and material deployment.,3,1,2,2,2,1442.0
PRJ_NGO_00078_3,NGO_00078,Environment & Forests Initiative #3 (Noida),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Uttar Pradesh,Noida,False,False,2022-08-01,2024-01-23,18,540,2104,18,3,3,Successfully completed primary community training and material deployment.,4,1,2,2,3,3710.0
PRJ_NGO_00078_2,NGO_00078,Environment & Forests Initiative #2 (Noida),Completed,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Uttar Pradesh,Noida,False,False,2023-12-01,2025-03-25,16,480,753,12,3,3,Successfully completed primary community training and material deployment.,5,1,2,2,4,3710.0
PRJ_NGO_00078_1,NGO_00078,Environment & Forests Initiative #1 (Noida),Ongoing,"Water, Sanitation & Environment","[""Healthcare & Nutrition""]",India,Uttar Pradesh,Noida,False,False,2024-02-01,,16,480,1288,12,4,3,,6,1,2,2,5,3710.0
PRJ_NGO_00079_2,NGO_00079,Disaster Relief & Rehabilitation Initiative #2 (South Delhi),Completed,Emergency Relief & Rehabilitation,"[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,True,2024-01-01,2024-06-29,6,180,3265,17,6,5,Successfully completed primary community training and material deployment.,0,1,2,2,0,
PRJ_NGO_00079_1,NGO_00079,Disaster Relief & Rehabilitation Initiative #1 (South Delhi),Completed,Emergency Relief & Rehabilitation,"[""Social Welfare & Community Development""]",India,Delhi,South Delhi,False,True,2024-08-01,2025-03-29,8,240,1319,17,4,3,Successfully completed primary community training and material deployment.,0,1,2,2,1,3265.0
PRJ_NGO_00080_3,NGO_00080,Nutrition & Food Security Initiative #3 (Udaipur),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Social Welfare & Community Development""]",India,Rajasthan,Udaipur,True,True,2022-02-01,2022-07-31,6,180,2379,2,3,2,Successfully completed primary community training and material deployment.,26,3,7,3,0,
PRJ_NGO_00080_2,NGO_00080,Nutrition & Food Security Initiative #2 (Udaipur),Completed,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Social Welfare & Community Development""]",India,Rajasthan,Udaipur,True,True,2023-02-01,2024-03-27,14,420,3002,2,4,4,Successfully completed primary community training and material deployment.,27,3,7,3,1,2379.0
PRJ_NGO_00080_1,NGO_00080,Nutrition & Food Security Initiative #1 (Udaipur),Ongoing,Healthcare & Nutrition,"[""Emergency Relief & Rehabilitation"", ""Social Welfare & Community Development""]",India,Rajasthan,Udaipur,True,True,2024-07-01,,20,600,1094,7,3,2,,28,3,7,3,2,3002.0
PRJ_NGO_00081_4,NGO_00081,Rural Development Initiative #4 (Sundargarh),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Odisha,Sundargarh,False,False,2022-12-01,2023-08-28,9,270,3212,6,5,5,Successfully completed primary community training and material deployment.,0,2,5,2,0,
PRJ_NGO_00081_3,NGO_00081,Rural Development Initiative #3 (Sundargarh),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Odisha,Sundargarh,False,False,2023-02-01,2024-04-26,15,450,1112,4,5,5,Successfully completed primary community training and material deployment.,1,2,5,2,1,3212.0
PRJ_NGO_00081_2,NGO_00081,Rural Development Initiative #2 (Sundargarh),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Odisha,Sundargarh,False,False,2024-10-01,2025-05-29,8,240,3288,14,6,3,Successfully completed primary community training and material deployment.,2,2,5,2,2,3212.0
PRJ_NGO_00081_1,NGO_00081,Rural Development Initiative #1 (Sundargarh),Completed,Social Welfare & Community Development,"[""Education & Skill Development""]",India,Odisha,Sundargarh,False,False,2025-11-01,2026-07-29,9,270,4578,17,3,3,Successfully completed primary community training and material deployment.,3,2,5,2,3,3288.0
PRJ_NGO_00082_6,NGO_00082,Water & Sanitation Initiative #6 (Cuttack),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Odisha,Cuttack,True,True,2019-10-01,2021-08-21,23,690,1899,5,4,4,Successfully completed primary community training and material deployment.,8,1,2,2,0,
PRJ_NGO_00082_5,NGO_00082,Water & Sanitation Initiative #5 (Cuttack),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Odisha,Cuttack,True,True,2020-09-01,2021-07-28,11,330,361,14,6,2,Successfully completed primary community training and material deployment.,9,1,2,2,1,1899.0
PRJ_NGO_00082_4,NGO_00082,Water & Sanitation Initiative #4 (Cuttack),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Odisha,Cuttack,True,True,2021-11-01,2023-05-25,19,570,4881,6,3,3,Successfully completed primary community training and material deployment.,10,1,2,2,2,1899.0
PRJ_NGO_00082_3,NGO_00082,Water & Sanitation Initiative #3 (Cuttack),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Odisha,Cuttack,True,True,2022-10-01,2024-06-22,21,630,974,20,4,4,Successfully completed primary community training and material deployment.,11,1,2,2,3,4881.0
PRJ_NGO_00082_2,NGO_00082,Water & Sanitation Initiative #2 (Cuttack),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Odisha,Cuttack,True,True,2023-02-01,2023-10-29,9,270,1199,17,4,2,Successfully completed primary community training and material deployment.,12,1,2,2,4,4881.0
PRJ_NGO_00082_1,NGO_00082,Water & Sanitation Initiative #1 (Cuttack),Completed,"Water, Sanitation & Environment","[""Emergency Relief & Rehabilitation""]",India,Odisha,Cuttack,True,True,2024-11-01,2026-04-25,18,540,3998,14,5,5,Successfully completed primary community training and material deployment.,13,1,2,2,5,4881.0
PRJ_NGO_00084_7,NGO_00084,Nutrition & Food Security Initiative #7 (Mangaluru),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2018-01-01,2019-08-24,20,600,4488,9,4,2,Successfully completed primary community training and material deployment.,3,2,6,2,0,
PRJ_NGO_00084_6,NGO_00084,Nutrition & Food Security Initiative #6 (Mangaluru),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2019-04-01,2019-09-28,6,180,4577,13,4,4,Successfully completed primary community training and material deployment.,4,2,6,2,1,4488.0
PRJ_NGO_00084_5,NGO_00084,Nutrition & Food Security Initiative #5 (Mangaluru),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2020-03-01,2021-11-21,21,630,4418,19,3,3,Successfully completed primary community training and material deployment.,5,2,6,2,2,4577.0
PRJ_NGO_00084_4,NGO_00084,Nutrition & Food Security Initiative #4 (Mangaluru),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2021-02-01,2022-04-27,15,450,4237,2,6,6,Successfully completed primary community training and material deployment.,6,2,6,2,3,4577.0
PRJ_NGO_00084_3,NGO_00084,Nutrition & Food Security Initiative #3 (Mangaluru),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2022-06-01,2023-01-27,8,240,828,9,3,3,Successfully completed primary community training and material deployment.,7,2,6,2,4,4577.0
PRJ_NGO_00084_2,NGO_00084,Nutrition & Food Security Initiative #2 (Mangaluru),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2023-05-01,2024-11-21,19,570,2074,11,3,3,Successfully completed primary community training and material deployment.,8,2,6,2,5,4577.0
PRJ_NGO_00084_1,NGO_00084,Nutrition & Food Security Initiative #1 (Mangaluru),Completed,Healthcare & Nutrition,"[""Social Welfare & Community Development""]",India,Karnataka,Mangaluru,False,False,2024-11-01,2026-05-25,19,570,1699,16,5,5,Successfully completed primary community training and material deployment.,9,2,6,2,6,4577.0
PRJ_NGO_00085_5,NGO_00085,Healthcare & Medical Initiative #5 (Madurai),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Tamil Nadu,Madurai,False,False,2020-06-01,2021-07-26,14,420,3624,9,5,2,Successfully completed primary community training and material deployment.,15,1,3,3,0,
PRJ_NGO_00085_4,NGO_00085,Healthcare & Medical Initiative #4 (Madurai),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Tamil Nadu,Madurai,False,False,2021-07-01,2023-03-23,21,630,4376,15,3,3,Successfully completed primary community training and material deployment.,16,1,3,3,1,3624.0
PRJ_NGO_00085_3,NGO_00085,Healthcare & Medical Initiative #3 (Madurai),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Tamil Nadu,Madurai,False,False,2022-02-01,2022-08-30,7,210,3536,18,5,3,Successfully completed primary community training and material deployment.,17,1,3,3,2,4376.0
PRJ_NGO_00085_2,NGO_00085,Healthcare & Medical Initiative #2 (Madurai),Completed,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Tamil Nadu,Madurai,False,False,2023-07-01,2024-01-27,7,210,1774,6,6,2,Successfully completed primary community training and material deployment.,18,1,3,3,3,4376.0
PRJ_NGO_00085_1,NGO_00085,Healthcare & Medical Initiative #1 (Madurai),Ongoing,Healthcare & Nutrition,"[""Water, Sanitation & Environment"", ""Education & Skill Development""]",India,Tamil Nadu,Madurai,False,False,2024-12-01,,9,270,1684,8,4,1,,19,1,3,3,4,4376.0
