as_on_date,unique_id,ngo_name,ngo_email,state_of_registration,registered_district,registered_subdistrict,type_of_ngo,registration_authority,registration_number,act_name,date_of_registration,sectors,operational_district,operational_state,source_url
2026-09-16,DARPAN_864670,Asha Trust 142,contact@ashatrust142.org,Rajasthan,Kota,Kota Taluk,Society,Registrar of Societies,SOC/521/2012/5761,"Societies Registration Act, 1860",2011-09-17,"Education, Disaster Relief & Rehabilitation, Healthcare & Medical",Kota,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_864670
2026-09-16,DARPAN_864670,Asha Trust 142 (Jodhpur),contact@ashatrust142.org,Rajasthan,Kota,Kota Taluk,Society,Registrar of Societies,SOC/521/2012/5761,"Societies Registration Act, 1860",2011-09-17,"Education, Disaster Relief & Rehabilitation, Healthcare & Medical",Jodhpur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_864670
2026-09-16,DARPAN_864670,Asha Trust 142 (Udaipur),contact@ashatrust142.org,Rajasthan,Kota,Kota Taluk,Society,Registrar of Societies,SOC/521/2012/5761,"Societies Registration Act, 1860",2011-09-17,"Education, Disaster Relief & Rehabilitation, Healthcare & Medical",Udaipur,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_864670
2026-09-16,DARPAN_510791,Uday Seva Sanstha 143,contact@udaysevasans.org,Uttar Pradesh,Varanasi,Varanasi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/178/2014/2161,"Indian Trusts Act, 1882",1997-11-25,"Healthcare & Medical, Skill Development & Livelihood",Varanasi,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_510791
2026-09-16,DARPAN_510791,Uday Seva Sanstha 143 (Noida),contact@udaysevasans.org,Uttar Pradesh,Varanasi,Varanasi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/178/2014/2161,"Indian Trusts Act, 1882",1997-11-25,"Healthcare & Medical, Skill Development & Livelihood",Noida,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_510791
2026-09-16,DARPAN_918144,Prerna Network 144,contact@prernanetwor.org,West Bengal,Howrah,Howrah Taluk,Society,Registrar of Societies,SOC/983/2003/7675,"Societies Registration Act, 1860",2025-06-20,"Education, Healthcare & Medical",Howrah,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_918144
2026-09-16,DARPAN_918144,Prerna Network 144 (Kolkata),contact@prernanetwor.org,West Bengal,Howrah,Howrah Taluk,Society,Registrar of Societies,SOC/983/2003/7675,"Societies Registration Act, 1860",2025-06-20,"Education, Healthcare & Medical",Kolkata,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_918144
2026-09-16,DARPAN_918144,Prerna Network 144 (North 24 Parganas),contact@prernanetwor.org,West Bengal,Howrah,Howrah Taluk,Society,Registrar of Societies,SOC/983/2003/7675,"Societies Registration Act, 1860",2025-06-20,"Education, Healthcare & Medical",North 24 Parganas,Rajasthan,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_918144
2026-09-16,DARPAN_998456,Prerna Society 145,contact@prernasociet.org,Delhi,New Delhi,New Delhi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/959/2009/5823,"Indian Trusts Act, 1882",2013-07-13,"Education, Women Empowerment",New Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_998456
2026-09-16,DARPAN_998456,Prerna Society 145 (North Delhi),,Delhi,New Delhi,New Delhi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/959/2009/5823,"Indian Trusts Act, 1882",2013-07-13,"Education, Women Empowerment",North Delhi,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_998456
2026-09-16,DARPAN_998456,Prerna Society 145 (Central Delhi),contact@prernasociet.org,Delhi,New Delhi,New Delhi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/959/2009/5823,"Indian Trusts Act, 1882",2013-07-13,"Education, Women Empowerment",Central Delhi,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_998456
2026-09-16,DARPAN_725278,Vikas Network 146,contact@vikasnetwork.org,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/863/2026/8768,"Indian Trusts Act, 1882",1997-03-19,"Water & Sanitation, Healthcare & Medical",Tiruchirappalli,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_725278
2026-09-16,DARPAN_725278,Vikas Network 146 (Madurai),contact@vikasnetwork.org,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/863/2026/8768,"Indian Trusts Act, 1882",1997-03-19,"Water & Sanitation, Healthcare & Medical",Madurai,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_725278
2026-09-16,DARPAN_725278,Vikas Network 146 (North 24 Parganas),,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/863/2026/8768,"Indian Trusts Act, 1882",1997-03-19,"Water & Sanitation, Healthcare & Medical",North 24 Parganas,West Bengal,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_725278
2026-09-16,DARPAN_433910,Deepam Foundation 147,contact@deepamfounda.org,Uttar Pradesh,Varanasi,Varanasi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/868/2023/1375,"Companies Act, 2013",2014-09-24,"Women Empowerment, Healthcare & Medical",Varanasi,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_433910
2026-09-16,DARPAN_433910,Deepam Foundation 147 (Lucknow),contact@deepamfounda.org,Uttar Pradesh,Varanasi,Varanasi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/868/2023/1375,"Companies Act, 2013",2014-09-24,"Women Empowerment, Healthcare & Medical",Lucknow,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_433910
2026-09-16,DARPAN_433910,Deepam Foundation 147 (Noida),contact@deepamfounda.org,Uttar Pradesh,Varanasi,Varanasi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/868/2023/1375,"Companies Act, 2013",2014-09-24,"Women Empowerment, Healthcare & Medical",Noida,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_433910
2026-09-16,DARPAN_704823,Prerna Mission 148,contact@prernamissio.org,Tamil Nadu,Salem,Salem Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/425/1995/7530,"Companies Act, 2013",2014-04-12,Environment & Forests,Salem,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_704823
2026-09-16,DARPAN_704823,Prerna Mission 148 (Tiruchirappalli),contact@prernamissio.org,Tamil Nadu,Salem,Salem Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/425/1995/7530,"Companies Act, 2013",2014-04-12,Environment & Forests,Tiruchirappalli,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_704823
2026-09-16,DARPAN_704823,Prerna Mission 148 (Noida),contact@prernamissio.org,Tamil Nadu,Salem,Salem Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/425/1995/7530,"Companies Act, 2013",2014-04-12,Environment & Forests,Noida,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_704823
2026-09-16,DARPAN_483894,Manav Samiti 149,contact@manavsamiti1.org,Kerala,Thrissur,Thrissur Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/966/2001/4901,"Companies Act, 2013",2016-06-02,Water & Sanitation,Thrissur,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_483894
2026-09-16,DARPAN_483894,Manav Samiti 149 (Thiruvananthapuram),contact@manavsamiti1.org,Kerala,Thrissur,Thrissur Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/966/2001/4901,"Companies Act, 2013",2016-06-02,Water & Sanitation,Thiruvananthapuram,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_483894
2026-09-16,DARPAN_927145,Kavach Association 150,contact@kavachassoci.org,Kerala,Ernakulam,Ernakulam Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/106/2003/7001,"Companies Act, 2013",1996-12-06,"Environment & Forests, Disaster Relief & Rehabilitation, Healthcare & Medical",Ernakulam,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_927145
2026-09-16,DARPAN_927145,Kavach Association 150 (Thiruvananthapuram),contact@kavachassoci.org,Kerala,Ernakulam,Ernakulam Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/106/2003/7001,"Companies Act, 2013",1996-12-06,"Environment & Forests, Disaster Relief & Rehabilitation, Healthcare & Medical",Thiruvananthapuram,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_927145
2026-09-16,DARPAN_951780,Samarpan Society 151,contact@samarpansoci.org,Uttar Pradesh,Noida,Noida Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/909/1998/9978,"Companies Act, 2013",2023-01-09,"Child Welfare, Water & Sanitation",Noida,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_951780
2026-09-16,DARPAN_951780,Samarpan Society 151 (Prayagraj),contact@samarpansoci.org,Uttar Pradesh,Noida,Noida Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/909/1998/9978,"Companies Act, 2013",2023-01-09,"Child Welfare, Water & Sanitation",Prayagraj,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_951780
2026-09-16,DARPAN_951780,Samarpan Society 151 (Varanasi),contact@samarpansoci.org,Uttar Pradesh,Noida,Noida Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/909/1998/9978,"Companies Act, 2013",2023-01-09,"Child Welfare, Water & Sanitation",Varanasi,Uttar Pradesh,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_951780
2026-09-16,DARPAN_867301,Vikas Trust 152,contact@vikastrust15.org,Delhi,Central Delhi,Central Delhi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/987/2024/7719,"Indian Trusts Act, 1882",2014-01-04,"Healthcare & Medical, Water & Sanitation",Central Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_867301
2026-09-16,DARPAN_867301,Vikas Trust 152 (New Delhi),,Delhi,Central Delhi,Central Delhi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/987/2024/7719,"Indian Trusts Act, 1882",2014-01-04,"Healthcare & Medical, Water & Sanitation",New Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_867301
2026-09-16,DARPAN_867301,Vikas Trust 152 (North Delhi),contact@vikastrust15.org,Delhi,Central Delhi,Central Delhi Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/987/2024/7719,"Indian Trusts Act, 1882",2014-01-04,"Healthcare & Medical, Water & Sanitation",North Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_867301
2026-09-16,DARPAN_317285,Asha Sansthan 153,contact@ashasansthan.org,Gujarat,Surat,Surat Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/560/2020/5524,"Indian Trusts Act, 1882",2020-03-14,"Skill Development & Livelihood, Education",Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_317285
2026-09-16,DARPAN_317285,Asha Sansthan 153 (Vadodara),,Gujarat,Surat,Surat Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/560/2020/5524,"Indian Trusts Act, 1882",2020-03-14,"Skill Development & Livelihood, Education",Vadodara,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_317285
2026-09-16,DARPAN_317285,Asha Sansthan 153 (Ahmedabad),contact@ashasansthan.org,Gujarat,Surat,Surat Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/560/2020/5524,"Indian Trusts Act, 1882",2020-03-14,"Skill Development & Livelihood, Education",Ahmedabad,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_317285
2026-09-16,DARPAN_999594,Gramin Seva Sanstha 154,contact@graminsevasa.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/783/1999/6188,"Indian Trusts Act, 1882",2020-10-20,"Water & Sanitation, Environment & Forests",Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_999594
2026-09-16,DARPAN_999594,Gramin Seva Sanstha 154 (Madurai),contact@graminsevasa.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/783/1999/6188,"Indian Trusts Act, 1882",2020-10-20,"Water & Sanitation, Environment & Forests",Madurai,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_999594
2026-09-16,DARPAN_999594,Gramin Seva Sanstha 154 (Tiruchirappalli),contact@graminsevasa.org,Tamil Nadu,Coimbatore,Coimbatore Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/783/1999/6188,"Indian Trusts Act, 1882",2020-10-20,"Water & Sanitation, Environment & Forests",Tiruchirappalli,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_999594
2026-09-16,DARPAN_273381,Manav Sansthan 155,contact@manavsanstha.org,Gujarat,Surat,Surat Taluk,Society,Registrar of Societies,SOC/843/2020/8817,"Societies Registration Act, 1860",2020-01-19,Healthcare & Medical,Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_273381
2026-09-16,DARPAN_273381,Manav Sansthan 155 (Rajkot),contact@manavsanstha.org,Gujarat,Surat,Surat Taluk,Society,Registrar of Societies,SOC/843/2020/8817,"Societies Registration Act, 1860",2020-01-19,Healthcare & Medical,Rajkot,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_273381
2026-09-16,DARPAN_549752,Sankalp Foundation 156,contact@sankalpfound.org,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/128/2021/7587,"Societies Registration Act, 1860",2003-12-16,"Healthcare & Medical, Skill Development & Livelihood, Nutrition & Food Security",South Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_549752
2026-09-16,DARPAN_549752,Sankalp Foundation 156 (New Delhi),contact@sankalpfound.org,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/128/2021/7587,"Societies Registration Act, 1860",2003-12-16,"Healthcare & Medical, Skill Development & Livelihood, Nutrition & Food Security",New Delhi,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_549752
2026-09-16,DARPAN_549752,Sankalp Foundation 156 (North Delhi),contact@sankalpfound.org,Delhi,South Delhi,South Delhi Taluk,Society,Registrar of Societies,SOC/128/2021/7587,"Societies Registration Act, 1860",2003-12-16,"Healthcare & Medical, Skill Development & Livelihood, Nutrition & Food Security",North Delhi,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_549752
2026-09-16,DARPAN_808069,Deepam Society 157,contact@deepamsociet.org,Karnataka,Bengaluru Urban,Bengaluru Urban Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/255/2013/3966,"Indian Trusts Act, 1882",1999-07-16,"Child Welfare, Environment & Forests",Bengaluru Urban,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_808069
2026-09-16,DARPAN_808069,Deepam Society 157 (Mangaluru),contact@deepamsociet.org,Karnataka,Bengaluru Urban,Bengaluru Urban Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/255/2013/3966,"Indian Trusts Act, 1882",1999-07-16,"Child Welfare, Environment & Forests",Mangaluru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_808069
2026-09-16,DARPAN_786874,Kalyan Foundation 158,contact@kalyanfounda.org,Maharashtra,Raigad,Raigad Taluk,Society,Registrar of Societies,SOC/352/1997/5176,"Societies Registration Act, 1860",2022-01-13,"Disaster Relief & Rehabilitation, Rural Development",Raigad,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_786874
2026-09-16,DARPAN_786874,Kalyan Foundation 158 (Nagpur),,Maharashtra,Raigad,Raigad Taluk,Society,Registrar of Societies,SOC/352/1997/5176,"Societies Registration Act, 1860",2022-01-13,"Disaster Relief & Rehabilitation, Rural Development",Nagpur,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_786874
2026-09-16,DARPAN_786874,Kalyan Foundation 158 (Surat),contact@kalyanfounda.org,Maharashtra,Raigad,Raigad Taluk,Society,Registrar of Societies,SOC/352/1997/5176,"Societies Registration Act, 1860",2022-01-13,"Disaster Relief & Rehabilitation, Rural Development",Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_786874
2026-09-16,DARPAN_220181,Navjeevan Foundation 159,contact@navjeevanfou.org,Gujarat,Rajkot,Rajkot Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/495/2002/1183,"Companies Act, 2013",2012-04-12,Healthcare & Medical,Rajkot,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_220181
2026-09-16,DARPAN_220181,Navjeevan Foundation 159 (Surat),contact@navjeevanfou.org,Gujarat,Rajkot,Rajkot Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/495/2002/1183,"Companies Act, 2013",2012-04-12,Healthcare & Medical,Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_220181
2026-09-16,DARPAN_220181,Navjeevan Foundation 159 (Vadodara),contact@navjeevanfou.org,Gujarat,Rajkot,Rajkot Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/495/2002/1183,"Companies Act, 2013",2012-04-12,Healthcare & Medical,Vadodara,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_220181
2026-09-16,DARPAN_182480,Kalyan Foundation 160,contact@kalyanfounda.org,Odisha,Sundargarh,Sundargarh Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/174/2024/6918,"Indian Trusts Act, 1882",2023-02-15,"Environment & Forests, Healthcare & Medical",Sundargarh,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_182480
2026-09-16,DARPAN_182480,Kalyan Foundation 160 (Cuttack),contact@kalyanfounda.org,Odisha,Sundargarh,Sundargarh Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/174/2024/6918,"Indian Trusts Act, 1882",2023-02-15,"Environment & Forests, Healthcare & Medical",Cuttack,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_182480
2026-09-16,DARPAN_182480,Kalyan Foundation 160 (Mysuru),contact@kalyanfounda.org,Odisha,Sundargarh,Sundargarh Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/174/2024/6918,"Indian Trusts Act, 1882",2023-02-15,"Environment & Forests, Healthcare & Medical",Mysuru,Karnataka,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_182480
2026-09-16,DARPAN_393599,Asha Foundation 161,,Maharashtra,Nashik,Nashik Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/767/2006/3636,"Companies Act, 2013",2013-04-03,Women Empowerment,Nashik,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_393599
2026-09-16,DARPAN_393599,Asha Foundation 161 (Nagpur),contact@ashafoundati.org,Maharashtra,Nashik,Nashik Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/767/2006/3636,"Companies Act, 2013",2013-04-03,Women Empowerment,Nagpur,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_393599
2026-09-16,DARPAN_393599,Asha Foundation 161 (Mumbai),contact@ashafoundati.org,Maharashtra,Nashik,Nashik Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/767/2006/3636,"Companies Act, 2013",2013-04-03,Women Empowerment,Mumbai,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_393599
2026-09-16,DARPAN_468883,Kalyan Seva Sanstha 162,contact@kalyansevasa.org,Kerala,Ernakulam,Ernakulam Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/287/1999/8672,"Companies Act, 2013",2007-12-12,"Skill Development & Livelihood, Disaster Relief & Rehabilitation",Ernakulam,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_468883
2026-09-16,DARPAN_468883,Kalyan Seva Sanstha 162 (Thrissur),contact@kalyansevasa.org,Kerala,Ernakulam,Ernakulam Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/287/1999/8672,"Companies Act, 2013",2007-12-12,"Skill Development & Livelihood, Disaster Relief & Rehabilitation",Thrissur,Kerala,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_468883
2026-09-16,DARPAN_511744,Punarutthan Seva Sanstha 163,contact@punarutthans.org,Delhi,South Delhi,South Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/112/2008/2941,"Companies Act, 2013",2025-01-07,"Skill Development & Livelihood, Environment & Forests",South Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_511744
2026-09-16,DARPAN_511744,Punarutthan Seva Sanstha 163 (North Delhi),contact@punarutthans.org,Delhi,South Delhi,South Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/112/2008/2941,"Companies Act, 2013",2025-01-07,"Skill Development & Livelihood, Environment & Forests",North Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_511744
2026-09-16,DARPAN_511744,Punarutthan Seva Sanstha 163 (New Delhi),contact@punarutthans.org,Delhi,South Delhi,South Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/112/2008/2941,"Companies Act, 2013",2025-01-07,"Skill Development & Livelihood, Environment & Forests",New Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_511744
2026-09-16,DARPAN_549286,Kalyan Foundation 164,,Maharashtra,Raigad,Raigad Taluk,Society,Registrar of Societies,SOC/834/2023/8823,"Societies Registration Act, 1860",2021-04-16,"Nutrition & Food Security, Disaster Relief & Rehabilitation",Raigad,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_549286
2026-09-16,DARPAN_549286,Kalyan Foundation 164 (Nagpur),contact@kalyanfounda.org,Maharashtra,Raigad,Raigad Taluk,Society,Registrar of Societies,SOC/834/2023/8823,"Societies Registration Act, 1860",2021-04-16,"Nutrition & Food Security, Disaster Relief & Rehabilitation",Nagpur,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_549286
2026-09-16,DARPAN_549286,Kalyan Foundation 164 (Sundargarh),contact@kalyanfounda.org,Maharashtra,Raigad,Raigad Taluk,Society,Registrar of Societies,SOC/834/2023/8823,"Societies Registration Act, 1860",2021-04-16,"Nutrition & Food Security, Disaster Relief & Rehabilitation",Sundargarh,Odisha,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_549286
2026-09-16,DARPAN_647622,Shakti Mission 165,contact@shaktimissio.org,Tamil Nadu,Salem,Salem Taluk,Society,Registrar of Societies,SOC/679/2001/8106,"Societies Registration Act, 1860",2025-07-07,"Rural Development, Skill Development & Livelihood",Salem,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_647622
2026-09-16,DARPAN_647622,Shakti Mission 165 (Tiruchirappalli),contact@shaktimissio.org,Tamil Nadu,Salem,Salem Taluk,Society,Registrar of Societies,SOC/679/2001/8106,"Societies Registration Act, 1860",2025-07-07,"Rural Development, Skill Development & Livelihood",Tiruchirappalli,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_647622
2026-09-16,DARPAN_647622,Shakti Mission 165 (Coimbatore),contact@shaktimissio.org,Tamil Nadu,Salem,Salem Taluk,Society,Registrar of Societies,SOC/679/2001/8106,"Societies Registration Act, 1860",2025-07-07,"Rural Development, Skill Development & Livelihood",Coimbatore,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_647622
2026-09-16,DARPAN_389523,Sankalp Association 166,contact@sankalpassoc.org,Tamil Nadu,Salem,Salem Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/626/2003/3754,"Indian Trusts Act, 1882",2016-01-02,Disaster Relief & Rehabilitation,Salem,Tamil Nadu,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_389523
2026-09-16,DARPAN_389523,Sankalp Association 166 (Surat),contact@sankalpassoc.org,Tamil Nadu,Salem,Salem Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/626/2003/3754,"Indian Trusts Act, 1882",2016-01-02,Disaster Relief & Rehabilitation,Surat,Gujarat,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_389523
2026-09-16,DARPAN_305884,Punarutthan Seva Sanstha 167,contact@punarutthans.org,Delhi,Central Delhi,Central Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/526/2017/1139,"Companies Act, 2013",2022-03-15,Nutrition & Food Security,Central Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_305884
2026-09-16,DARPAN_305884,Punarutthan Seva Sanstha 167 (New Delhi),contact@punarutthans.org,Delhi,Central Delhi,Central Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/526/2017/1139,"Companies Act, 2013",2022-03-15,Nutrition & Food Security,New Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_305884
2026-09-16,DARPAN_305884,Punarutthan Seva Sanstha 167 (North Delhi),contact@punarutthans.org,Delhi,Central Delhi,Central Delhi Taluk,Section 8,Ministry of Corporate Affairs (MCA),SEC/526/2017/1139,"Companies Act, 2013",2022-03-15,Nutrition & Food Security,North Delhi,Delhi,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_305884
2026-09-16,DARPAN_330697,Kavach Samiti 168,contact@kavachsamiti.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/130/2002/9121,"Indian Trusts Act, 1882",1998-03-05,"Healthcare & Medical, Rural Development, Child Welfare",Thane,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_330697
2026-09-16,DARPAN_330697,Kavach Samiti 168 (Nagpur),contact@kavachsamiti.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/130/2002/9121,"Indian Trusts Act, 1882",1998-03-05,"Healthcare & Medical, Rural Development, Child Welfare",Nagpur,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_330697
2026-09-16,DARPAN_330697,Kavach Samiti 168 (Pune),contact@kavachsamiti.org,Maharashtra,Thane,Thane Taluk,Trust,Sub-Registrar / Charity Commissioner,TRU/130/2002/9121,"Indian Trusts Act, 1882",1998-03-05,"Healthcare & Medical, Rural Development, Child Welfare",Pune,Maharashtra,https://ngodarpan.gov.in/index.php/home/statewise_ngo/DARPAN_330697
