financial_report_id,ngo_id,financial_year,document_type,document_source,audit_status,auditor_name,total_income,grant_income,donation_income,other_income,fcra_income,nfcra_income,total_expenditure,programme_expenses,administrative_expenses,fundraising_expenses,employee_expenses,consultancy_expenses,material_expenses,other_expenses,cash_and_bank_balance,total_assets,total_liabilities,surplus_or_deficit,related_party_transactions,source_url,verification_status
FIN_NGO_00072_FY2024-25,NGO_00072,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",30284645.22,22196135.04,6392738.36,1695771.82,0.0,30284645.22,28905492.2,23560882.39,2752886.59,1050141.64,1188589.34,105897.67,211795.35,35299.22,18244810.88,24812773.98,4013255.27,1379153.02,0.0,https://eleos.org/docs/FIN_NGO_00072_FY2024-25.pdf,Verified
FIN_NGO_00072_FY2023-24,NGO_00072,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",29676608.56,19965484.74,7643324.64,2067799.18,0.0,29676608.56,27931102.82,21013228.27,1509634.99,305301.76,2561797.74,762342.02,1524684.04,254114.0,9984481.38,27851055.13,5436936.22,1745505.74,0.0,https://eleos.org/docs/FIN_NGO_00072_FY2023-24.pdf,Verified
FIN_NGO_00072_FY2022-23,NGO_00072,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",30122960.73,13981291.77,6641646.11,9500022.85,0.0,30122960.73,26756657.3,21894834.72,1709227.67,993858.45,2598871.01,0.0,0.0,-440134.55,16871722.44,24326883.11,7638402.58,3366303.43,0.0,https://eleos.org/docs/FIN_NGO_00072_FY2022-23.pdf,Verified
FIN_NGO_00072_FY2021-22,NGO_00072,FY2021-22,Audited Financial Statement,NGO Website,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",29177588.13,13996113.11,8433996.61,6747478.41,0.0,29177588.13,28070125.66,23269950.36,1709104.72,1125200.8,1463957.19,150573.77,301147.55,50191.27,11129516.28,27293693.85,5882189.62,1107462.47,0.0,https://eleos.org/docs/FIN_NGO_00072_FY2021-22.pdf,Verified
FIN_NGO_00073_FY2025-26,NGO_00073,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",1280912.09,646476.86,563289.67,71145.56,0.0,1280912.09,1161811.24,959814.73,160959.18,28835.26,55169.57,0.0,0.0,-42967.5,179710.88,1463102.36,479204.5,119100.85,0.0,https://eleos.org/docs/FIN_NGO_00073_FY2025-26.pdf,Verified
FIN_NGO_00073_FY2024-25,NGO_00073,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",1091834.03,650052.96,248060.55,193720.52,0.0,1091834.03,1003729.45,812223.61,71348.32,24611.41,69888.2,7697.37,15394.75,2565.79,604499.87,1453007.31,236441.92,88104.58,0.0,https://eleos.org/docs/FIN_NGO_00073_FY2024-25.pdf,Verified
FIN_NGO_00073_FY2023-24,NGO_00073,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",938912.57,432781.44,323602.96,182528.17,0.0,938912.57,905502.45,643527.8,61066.47,33401.29,76360.02,27344.06,54688.12,9114.69,215296.26,1419855.15,459737.78,33410.12,0.0,https://eleos.org/docs/FIN_NGO_00073_FY2023-24.pdf,Verified
FIN_NGO_00073_FY2022-23,NGO_00073,FY2022-23,Audited Financial Statement,Public Repository,Qualified,"M/s Sen & Dasgupta, Chartered Accountants",846962.48,473648.51,319689.43,53624.54,0.0,846962.48,808520.39,577714.73,89760.38,30496.93,80461.59,9026.03,18052.06,3008.67,223523.98,1412028.17,333489.76,38442.09,0.0,https://eleos.org/docs/FIN_NGO_00073_FY2022-23.pdf,Extracted
FIN_NGO_00074_FY2025-26,NGO_00074,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",28385377.01,14219883.21,13076477.84,1089015.96,0.0,28385377.01,25196859.99,20278570.5,3034663.49,1060674.02,1101610.1,0.0,0.0,-278658.12,11473877.0,16205202.79,2115561.26,3188517.02,0.0,https://eleos.org/docs/FIN_NGO_00074_FY2025-26.pdf,Verified
FIN_NGO_00074_FY2024-25,NGO_00074,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",27174001.93,10552537.25,13509754.62,3111710.06,0.0,27174001.93,25373691.79,18318794.51,2637895.35,264502.01,2019325.73,639952.26,1279904.52,213317.41,13894185.5,17677582.18,5051707.92,1800310.14,0.0,https://eleos.org/docs/FIN_NGO_00074_FY2024-25.pdf,Verified
FIN_NGO_00075_FY2025-26,NGO_00075,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",7457328.06,4447858.11,1910297.88,1099172.07,0.0,7457328.06,6791514.12,4816612.43,617261.62,79377.08,593248.83,205504.25,411008.49,68501.42,1031281.48,5283917.16,893416.35,665813.94,0.0,https://eleos.org/docs/FIN_NGO_00075_FY2025-26.pdf,Verified
FIN_NGO_00075_FY2024-25,NGO_00075,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",8177746.43,5527020.43,2376268.0,274458.0,0.0,8177746.43,7207742.16,5388970.23,620068.59,74016.42,645561.85,143737.52,287475.04,47912.51,2370938.73,5654971.38,807080.86,970004.27,0.0,https://eleos.org/docs/FIN_NGO_00075_FY2024-25.pdf,Verified
FIN_NGO_00076_FY2025-26,NGO_00076,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",13509597.39,9002780.68,3551589.88,955226.83,0.0,13509597.39,12596311.49,8945119.92,1069810.1,504424.97,1170768.27,271856.47,543712.94,90618.82,5157511.66,13359718.22,4191558.98,913285.9,0.0,https://eleos.org/docs/FIN_NGO_00076_FY2025-26.pdf,Verified
FIN_NGO_00076_FY2024-25,NGO_00076,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",13381971.36,7794659.41,4291724.12,1295587.83,0.0,13381971.36,12623095.95,10380128.41,1369307.42,578079.54,661853.86,0.0,0.0,-366273.28,3372793.99,13472772.5,3065148.12,758875.41,0.0,https://eleos.org/docs/FIN_NGO_00076_FY2024-25.pdf,Verified
FIN_NGO_00076_FY2023-24,NGO_00076,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",12775482.32,7284845.62,2396461.12,3094175.58,0.0,12775482.32,12074561.05,8393330.06,1086776.64,402789.11,737689.24,436192.8,872385.6,145397.6,5561094.97,14065261.82,3379394.3,700921.27,0.0,https://eleos.org/docs/FIN_NGO_00076_FY2023-24.pdf,Verified
FIN_NGO_00076_FY2022-23,NGO_00076,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",11731559.43,4222039.0,4299348.47,3210171.96,0.0,11731559.43,11147880.19,8113566.31,633533.58,242808.78,1048887.89,332725.09,665450.18,110908.36,4719186.91,13071796.05,2391190.78,583679.24,0.0,https://eleos.org/docs/FIN_NGO_00076_FY2022-23.pdf,Verified
FIN_NGO_00076_FY2021-22,NGO_00076,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",9781554.86,4207268.19,2274870.19,3299416.48,0.0,9781554.86,8983624.89,6641265.37,693934.74,335462.69,798948.68,154204.02,308408.05,51401.34,4517158.11,15698161.29,6271753.41,797929.97,0.0,https://eleos.org/docs/FIN_NGO_00076_FY2021-22.pdf,Verified
FIN_NGO_00077_FY2025-26,NGO_00077,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",3141297.89,1356041.28,984514.77,800741.84,0.0,3141297.89,3703648.9,2299842.43,198368.86,97126.27,137829.96,68925.48,137850.96,22975.16,2212455.77,3197766.25,419847.37,-562351.01,0.0,https://eleos.org/docs/FIN_NGO_00077_FY2025-26.pdf,Verified
FIN_NGO_00077_FY2024-25,NGO_00077,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",3258188.75,1175344.03,805955.46,1276889.26,0.0,3258188.75,3106407.32,2621938.73,263207.35,67235.77,162631.41,0.0,0.0,-8605.94,1172146.4,3389504.31,350183.68,151781.43,0.0,https://eleos.org/docs/FIN_NGO_00077_FY2024-25.pdf,Verified
FIN_NGO_00077_FY2023-24,NGO_00077,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",2855909.19,1126078.08,1126550.33,603280.78,0.0,2855909.19,2565150.56,1965123.89,144132.4,114477.49,249604.04,27543.82,55087.64,9181.28,648568.83,3433746.05,1074424.24,290758.63,0.0,https://eleos.org/docs/FIN_NGO_00077_FY2023-24.pdf,Verified
FIN_NGO_00077_FY2022-23,NGO_00077,FY2022-23,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",2945862.06,1623140.56,1045111.69,277609.81,0.0,2945862.06,2757012.18,2011459.23,139697.53,34624.77,133884.7,131203.79,262407.58,43734.58,1526786.25,3498948.25,1305425.27,188849.88,0.0,https://eleos.org/docs/FIN_NGO_00077_FY2022-23.pdf,Verified
FIN_NGO_00077_FY2021-22,NGO_00077,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",2457056.71,949507.63,1104687.13,402861.95,0.0,2457056.71,2296740.27,1941667.11,186519.12,95759.99,207989.05,0.0,0.0,-135195.0,1290113.01,3724504.84,836210.29,160316.44,0.0,https://eleos.org/docs/FIN_NGO_00077_FY2021-22.pdf,Verified
FIN_NGO_00078_FY2025-26,NGO_00078,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",1475025.95,1064272.85,292248.77,118504.33,326809.84,1148216.11,1337702.88,931642.58,117652.9,31415.5,132910.73,37224.35,74448.7,12408.12,648083.24,355266.59,129560.69,137323.07,0.0,https://eleos.org/docs/FIN_NGO_00078_FY2025-26.pdf,Verified
FIN_NGO_00078_FY2024-25,NGO_00078,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",1593978.15,585954.35,633171.93,374851.87,629122.93,964855.22,1490862.03,1100378.91,158643.79,70626.75,115512.59,13710.0,27420.0,4569.99,542584.55,356157.69,46929.33,103116.12,0.0,https://eleos.org/docs/FIN_NGO_00078_FY2024-25.pdf,Verified
FIN_NGO_00078_FY2023-24,NGO_00078,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",1488530.88,752712.35,458420.14,277398.39,252759.82,1235771.06,1355454.02,1120574.55,147060.05,17205.12,84226.28,0.0,0.0,-13611.98,407676.01,383737.28,151549.65,133076.86,0.0,https://eleos.org/docs/FIN_NGO_00078_FY2023-24.pdf,Verified
FIN_NGO_00079_FY2025-26,NGO_00079,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",331482357.99,153854604.83,107058659.62,70569093.54,0.0,331482357.99,336838359.79,267587316.43,25083500.66,4446481.55,29263619.2,3137232.58,6274465.17,1045744.2,117597761.54,124060335.31,28833212.54,-5356001.8,0.0,https://eleos.org/docs/FIN_NGO_00079_FY2025-26.pdf,Verified
FIN_NGO_00079_FY2024-25,NGO_00079,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Deshmukh & Associates, Chartered Accountants",290417079.92,212440967.88,60149918.02,17826194.02,0.0,290417079.92,267773962.16,218810763.17,23688825.96,12386763.31,12048213.98,251818.72,503637.45,83939.57,112089870.0,134295190.73,20508191.09,22643117.76,0.0,https://eleos.org/docs/FIN_NGO_00079_FY2024-25.pdf,Verified
FIN_NGO_00080_FY2025-26,NGO_00080,FY2025-26,Audited Financial Statement,Public Repository,Qualified,"M/s R. K. Sharma & Associates, Chartered Accountants",47491934.97,33263468.4,8301913.3,5926553.27,0.0,47491934.97,47688130.04,36092134.84,5353722.79,1493976.24,3340019.85,422482.89,844965.79,140827.64,21127743.68,21664723.31,7057038.28,-196195.07,0.0,https://eleos.org/docs/FIN_NGO_00080_FY2025-26.pdf,Extracted
FIN_NGO_00080_FY2024-25,NGO_00080,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",49820221.83,32915047.1,10721395.0,6183779.73,0.0,49820221.83,45990743.05,32455135.11,5398655.87,1192025.28,4405959.72,761690.12,1523380.25,253896.7,29595629.38,22006031.66,2211024.63,3829478.78,0.0,https://eleos.org/docs/FIN_NGO_00080_FY2024-25.pdf,Verified
FIN_NGO_00080_FY2023-24,NGO_00080,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",48328765.64,22489119.53,15260810.52,10578835.59,0.0,48328765.64,45930012.08,32690788.69,3067022.65,1353045.35,2207392.88,1983528.75,3967057.51,661176.25,9421123.89,20974120.21,3434973.87,2398753.56,0.0,https://eleos.org/docs/FIN_NGO_00080_FY2023-24.pdf,Verified
FIN_NGO_00081_FY2025-26,NGO_00081,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s V. Raman & Co., Chartered Accountants",23590696.68,13982328.75,5967512.54,3640855.39,0.0,23590696.68,23834110.93,18835302.34,1366248.24,1126384.32,1565304.68,282261.4,564522.81,94087.14,15335718.61,12655361.28,4702236.52,-243414.25,0.0,https://eleos.org/docs/FIN_NGO_00081_FY2025-26.pdf,Verified
FIN_NGO_00081_FY2024-25,NGO_00081,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",25390645.85,17721235.96,7191572.53,477837.36,0.0,25390645.85,22653345.95,18604630.09,2593806.0,677720.2,949282.68,0.0,0.0,-172093.02,12825804.71,12984212.01,5143901.81,2737299.9,0.0,https://eleos.org/docs/FIN_NGO_00081_FY2024-25.pdf,Verified
FIN_NGO_00081_FY2023-24,NGO_00081,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",25227655.08,14285592.68,5526069.6,5415992.8,0.0,25227655.08,25708761.75,18270649.9,3470140.1,365547.41,2107978.1,448333.87,896667.75,149444.62,4231942.18,12825222.67,2538755.89,-481106.67,0.0,https://eleos.org/docs/FIN_NGO_00081_FY2023-24.pdf,Verified
FIN_NGO_00082_FY2025-26,NGO_00082,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",3861769.69,1442467.66,2070081.82,349220.21,0.0,3861769.69,3520041.85,2490381.74,403076.36,166770.14,319916.18,41969.23,83938.46,13989.74,1822898.68,6528364.34,2172715.52,341727.84,0.0,https://eleos.org/docs/FIN_NGO_00082_FY2025-26.pdf,Verified
FIN_NGO_00082_FY2024-25,NGO_00082,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",4535186.0,2783244.21,1589604.26,162337.53,0.0,4535186.0,4619740.02,3965545.01,458808.84,171466.03,278314.43,0.0,0.0,-254394.29,2443182.28,5887831.92,1521140.98,-84554.02,0.0,https://eleos.org/docs/FIN_NGO_00082_FY2024-25.pdf,Verified
FIN_NGO_00082_FY2023-24,NGO_00082,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s V. Raman & Co., Chartered Accountants",4863529.48,2768340.5,862434.82,1232754.16,0.0,4863529.48,4916252.86,3629253.3,595923.45,59805.88,452055.97,53764.28,107528.55,17921.43,1484890.28,6205116.95,1694910.46,-52723.38,0.0,https://eleos.org/docs/FIN_NGO_00082_FY2023-24.pdf,Verified
FIN_NGO_00082_FY2022-23,NGO_00082,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",4355367.9,2925689.54,805206.53,624471.83,0.0,4355367.9,4311683.1,3437372.24,356146.4,60699.5,393951.92,19053.91,38107.82,6351.31,2497393.16,5870368.12,2317681.0,43684.8,0.0,https://eleos.org/docs/FIN_NGO_00082_FY2022-23.pdf,Verified
FIN_NGO_00082_FY2021-22,NGO_00082,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",3721998.03,2753026.1,632069.94,336901.99,0.0,3721998.03,3780663.33,2606559.36,522581.84,127543.31,298694.59,67585.27,135170.54,22528.42,1752285.56,5903398.06,650541.76,-58665.3,0.0,https://eleos.org/docs/FIN_NGO_00082_FY2021-22.pdf,Verified
FIN_NGO_00084_FY2025-26,NGO_00084,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",117729640.62,66115088.09,41443488.36,10171064.17,0.0,117729640.62,106416368.22,88939789.28,10603199.32,4880553.65,8135320.29,0.0,0.0,-6142494.32,66324549.84,24842755.19,5056789.19,11313272.4,0.0,https://eleos.org/docs/FIN_NGO_00084_FY2025-26.pdf,Verified
FIN_NGO_00084_FY2024-25,NGO_00084,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",119919625.08,84280526.69,25095203.44,10543894.95,0.0,119919625.08,116568928.16,91694963.28,8546308.41,4491273.33,9465338.79,711313.3,1422626.61,237104.44,25800792.02,25747119.58,4639913.43,3350696.92,0.0,https://eleos.org/docs/FIN_NGO_00084_FY2024-25.pdf,Verified
FIN_NGO_00085_FY2025-26,NGO_00085,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",32798691.12,14071221.44,12225392.29,6502077.39,0.0,32798691.12,32396010.6,27268752.07,2817309.82,332914.95,3070705.97,0.0,0.0,-1093672.21,8911085.64,31994339.05,6792169.11,402680.52,0.0,https://eleos.org/docs/FIN_NGO_00085_FY2025-26.pdf,Verified
FIN_NGO_00085_FY2024-25,NGO_00085,FY2024-25,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",36477254.15,14352996.9,12774983.67,9349273.58,0.0,36477254.15,33934539.46,28202464.43,2190986.49,928394.91,2077617.29,160522.9,321045.8,53507.64,19860427.95,30242080.57,4744078.83,2542714.69,0.0,https://eleos.org/docs/FIN_NGO_00085_FY2024-25.pdf,Verified
FIN_NGO_00085_FY2023-24,NGO_00085,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",34260781.79,12424419.55,16262902.33,5573459.91,0.0,34260781.79,32495306.46,27644005.83,4431479.07,479360.76,3216246.42,0.0,0.0,-3275785.62,12926106.42,33352702.41,4610350.6,1765475.33,0.0,https://eleos.org/docs/FIN_NGO_00085_FY2023-24.pdf,Verified
FIN_NGO_00085_FY2022-23,NGO_00085,FY2022-23,Audited Financial Statement,NGO Website,Clean,"M/s Gupta & Aggarwal, Chartered Accountants",34283705.33,24664537.58,8916621.32,702546.43,0.0,34283705.33,30916218.49,23186939.14,1851137.97,335320.03,1436762.47,1231817.66,2463635.32,410605.9,12366501.79,33903986.32,5795936.66,3367486.84,0.0,https://eleos.org/docs/FIN_NGO_00085_FY2022-23.pdf,Verified
FIN_NGO_00085_FY2021-22,NGO_00085,FY2021-22,Audited Financial Statement,NGO Website,Unknown,"M/s K. Mehta & Co., Chartered Accountants",37214117.39,19490202.02,9096762.88,8627152.49,0.0,37214117.39,35411970.8,27177528.34,4195645.38,570126.67,1942872.04,457739.51,915479.02,152579.84,9728850.9,33899755.25,12178488.49,1802146.59,0.0,https://eleos.org/docs/FIN_NGO_00085_FY2021-22.pdf,Extracted
FIN_NGO_00086_FY2025-26,NGO_00086,FY2025-26,Audited Financial Statement,Public Repository,Clean,"M/s R. K. Sharma & Associates, Chartered Accountants",10415945.63,3828114.61,2525802.34,4062028.68,0.0,10415945.63,10488378.94,8171383.0,762791.44,462931.16,971481.07,35937.68,71875.37,11979.22,6687003.17,12795154.83,3001035.32,-72433.31,0.0,https://eleos.org/docs/FIN_NGO_00086_FY2025-26.pdf,Verified
FIN_NGO_00086_FY2024-25,NGO_00086,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Iyer, Natarajan & Co., Chartered Accountants",10351527.41,5791732.43,4416791.65,143003.33,0.0,10351527.41,9529118.12,7836359.2,619622.92,464063.07,537908.41,21349.35,42698.71,7116.46,5983347.19,10816867.16,4237423.34,822409.29,0.0,https://eleos.org/docs/FIN_NGO_00086_FY2024-25.pdf,Verified
FIN_NGO_00086_FY2023-24,NGO_00086,FY2023-24,Audited Financial Statement,Public Repository,Clean,"M/s K. Mehta & Co., Chartered Accountants",11039799.85,7706909.53,3285162.51,47727.81,0.0,11039799.85,10334564.79,7335404.64,1214988.29,425524.54,651584.24,212118.93,424237.86,70706.29,2953071.86,11109234.52,1644176.89,705235.06,0.0,https://eleos.org/docs/FIN_NGO_00086_FY2023-24.pdf,Verified
FIN_NGO_00087_FY2025-26,NGO_00087,FY2025-26,Audited Financial Statement,NGO Website,Clean,"M/s K. Mehta & Co., Chartered Accountants",1299804.21,654576.49,244514.9,400712.82,0.0,1299804.21,1283968.0,876230.31,160170.57,19628.23,123364.5,31372.32,62744.64,10457.43,364426.38,1174484.69,328727.88,15836.21,0.0,https://eleos.org/docs/FIN_NGO_00087_FY2025-26.pdf,Verified
FIN_NGO_00087_FY2024-25,NGO_00087,FY2024-25,Audited Financial Statement,Public Repository,Clean,"M/s Sen & Dasgupta, Chartered Accountants",1115598.58,718950.41,244935.43,151712.74,0.0,1115598.58,1051123.31,848616.03,71696.01,34176.28,72344.11,7287.26,14574.52,2429.1,243410.96,1043434.99,152710.88,64475.27,0.0,https://eleos.org/docs/FIN_NGO_00087_FY2024-25.pdf,Verified
FIN_NGO_00087_FY2023-24,NGO_00087,FY2023-24,Audited Financial Statement,NGO Website,Clean,"M/s Sen & Dasgupta, Chartered Accountants",1133114.2,406202.36,194765.57,532146.27,0.0,1133114.2,997332.51,775960.18,59072.95,26540.4,92938.84,12846.04,25692.09,4282.01,261457.07,1020742.33,220087.27,135781.69,0.0,https://eleos.org/docs/FIN_NGO_00087_FY2023-24.pdf,Verified
FIN_NGO_00087_FY2022-23,NGO_00087,FY2022-23,Audited Financial Statement,Public Repository,Qualified,"M/s R. K. Sharma & Associates, Chartered Accountants",1086098.77,764276.37,293661.57,28160.83,0.0,1086098.77,1101107.43,771032.38,71858.62,15491.98,51320.57,57421.17,114842.33,19140.38,361883.31,1104752.94,149699.87,-15008.66,0.0,https://eleos.org/docs/FIN_NGO_00087_FY2022-23.pdf,Extracted
FIN_NGO_00087_FY2021-22,NGO_00087,FY2021-22,Audited Financial Statement,Public Repository,Clean,"M/s Deshmukh & Associates, Chartered Accountants",1126960.3,474706.23,425377.61,226876.46,0.0,1126960.3,1039304.12,818898.97,115517.61,38133.04,50939.62,4744.46,9488.93,1581.49,580743.68,1047026.16,137345.51,87656.18,0.0,https://eleos.org/docs/FIN_NGO_00087_FY2021-22.pdf,Verified
FIN_NGO_00088_FY2025-26,NGO_00088,FY2025-26,Audited Financial Statement,Public Repository,Adverse,"M/s Iyer, Natarajan & Co., Chartered Accountants",1320910.3,494020.87,602081.53,224807.9,437554.28,883356.02,1337757.02,422777.88,569934.03,95222.93,93401.57,46926.18,93852.36,15642.07,504532.73,1913273.56,339445.93,-16846.72,38298.65,https://eleos.org/docs/FIN_NGO_00088_FY2025-26.pdf,Extracted
