project_id,ngo_id,project_name,project_status,project_description,primary_sector,secondary_sectors,funder_name,location_states,location_districts,start_date,end_date,duration_months,beneficiaries_reported,villages_covered,milestones_reported,milestones_completed,outcomes_reported,partnerships_reported,source_url,source_type,verification_status
PRJ_NGO_00053_4,NGO_00053,Education Initiative #4 (Kanpur Nagar),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Nutrition & Food Security"", ""Child Welfare""]",,"[""Uttar Pradesh""]","[""Kanpur Nagar""]",2021-10-01,2023-08-22,23,1038,8,5,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00053_4,Annual Report,Self-reported
PRJ_NGO_00053_5,NGO_00053,Education Initiative #5 (Kanpur Nagar),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Nutrition & Food Security"", ""Child Welfare""]",,"[""Uttar Pradesh""]","[""Kanpur Nagar""]",2021-03-01,2022-05-25,15,2205,7,3,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00053_5,Annual Report,Self-reported
PRJ_NGO_00053_6,NGO_00053,Education Initiative #6 (Kanpur Nagar),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Nutrition & Food Security"", ""Child Welfare""]",State Grant,"[""Uttar Pradesh""]","[""Kanpur Nagar""]",2021-06-01,2023-04-22,23,615,6,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00053_6,Annual Report,Self-reported
PRJ_NGO_00053_7,NGO_00053,Education Initiative #7 (Kanpur Nagar),Completed,Community-based education support project serving rural/urban clusters.,Education,"[""Nutrition & Food Security"", ""Child Welfare""]",State Grant,"[""Uttar Pradesh""]","[""Kanpur Nagar""]",2021-01-01,2021-09-28,9,640,4,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00053_7,Annual Report,Self-reported
PRJ_NGO_00054_1,NGO_00054,Child Welfare Initiative #1 (Sundargarh),Ongoing,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,[],State Grant,"[""Odisha""]","[""Sundargarh""]",2024-12-01,,24,3766,20,5,3,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00054_1,Annual Report,Self-reported
PRJ_NGO_00054_2,NGO_00054,Child Welfare Initiative #2 (Sundargarh),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,[],,"[""Odisha""]","[""Sundargarh""]",2024-03-01,2024-10-27,8,4186,5,6,4,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00054_2,Annual Report,Self-reported
PRJ_NGO_00055_1,NGO_00055,Nutrition & Food Security Initiative #1 (Darjeeling),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],,"[""West Bengal""]","[""Darjeeling""]",2024-08-01,2026-02-22,19,1672,16,6,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00055_1,Annual Report,Self-reported
PRJ_NGO_00055_2,NGO_00055,Nutrition & Food Security Initiative #2 (Darjeeling),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],District Development Fund,"[""West Bengal""]","[""Darjeeling""]",2023-07-01,2024-11-22,17,1722,15,3,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00055_2,Annual Report,Self-reported
PRJ_NGO_00055_3,NGO_00055,Nutrition & Food Security Initiative #3 (Darjeeling),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],,"[""West Bengal""]","[""Darjeeling""]",2022-12-01,2023-12-26,13,2405,15,5,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00055_3,Annual Report,Self-reported
PRJ_NGO_00055_4,NGO_00055,Nutrition & Food Security Initiative #4 (Darjeeling),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""West Bengal""]","[""Darjeeling""]",2022-10-01,2024-06-22,21,1127,20,6,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00055_4,Annual Report,Self-reported
PRJ_NGO_00055_5,NGO_00055,Nutrition & Food Security Initiative #5 (Darjeeling),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],Public Donations,"[""West Bengal""]","[""Darjeeling""]",2022-12-01,2024-09-21,22,4008,18,3,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00055_5,Annual Report,Self-reported
PRJ_NGO_00055_6,NGO_00055,Nutrition & Food Security Initiative #6 (Darjeeling),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],State Grant,"[""West Bengal""]","[""Darjeeling""]",2022-02-01,2023-02-26,13,839,19,5,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00055_6,Annual Report,Self-reported
PRJ_NGO_00055_7,NGO_00055,Nutrition & Food Security Initiative #7 (Darjeeling),Completed,Community-based nutrition & food security support project serving rural/urban clusters.,Nutrition & Food Security,[],CSR India Grant,"[""West Bengal""]","[""Darjeeling""]",2022-06-01,2024-04-21,23,4040,16,6,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00055_7,Annual Report,Self-reported
PRJ_NGO_00056_1,NGO_00056,Environment & Forests Initiative #1 (Howrah),Ongoing,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,[],State Grant,"[""West Bengal""]","[""Howrah""]",2025-08-01,,18,2668,17,4,2,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00056_1,Annual Report,Self-reported
PRJ_NGO_00057_1,NGO_00057,Healthcare & Medical Initiative #1 (Mangaluru),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Skill Development & Livelihood"", ""Rural Development""]",Public Donations,"[""Karnataka""]","[""Mangaluru""]",2024-12-01,2026-03-26,16,1526,4,5,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00057_1,Annual Report,Self-reported
PRJ_NGO_00057_2,NGO_00057,Healthcare & Medical Initiative #2 (Mangaluru),Completed,Community-based healthcare & medical support project serving rural/urban clusters.,Healthcare & Medical,"[""Skill Development & Livelihood"", ""Rural Development""]",Public Donations,"[""Karnataka""]","[""Mangaluru""]",2023-06-01,2023-12-28,7,2368,7,6,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00057_2,Annual Report,Self-reported
PRJ_NGO_00058_1,NGO_00058,Education Initiative #1 (Belagavi),Ongoing,Community-based education support project serving rural/urban clusters.,Education,[],State Grant,"[""Karnataka""]","[""Belagavi""]",2024-10-01,,13,3384,4,5,2,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00058_1,Annual Report,Self-reported
PRJ_NGO_00058_2,NGO_00058,Education Initiative #2 (Belagavi),Completed,Community-based education support project serving rural/urban clusters.,Education,[],CSR India Grant,"[""Karnataka""]","[""Belagavi""]",2023-08-01,2024-01-28,6,2979,3,5,2,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00058_2,Annual Report,Self-reported
PRJ_NGO_00058_3,NGO_00058,Education Initiative #3 (Belagavi),Completed,Community-based education support project serving rural/urban clusters.,Education,[],State Grant,"[""Karnataka""]","[""Belagavi""]",2022-04-01,2024-01-21,22,4595,6,4,2,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00058_3,Annual Report,Self-reported
PRJ_NGO_00059_1,NGO_00059,Child Welfare Initiative #1 (Jaipur),Completed,Community-based child welfare support project serving rural/urban clusters.,Child Welfare,"[""Nutrition & Food Security""]",State Grant,"[""Rajasthan""]","[""Jaipur""]",2024-10-01,2025-12-25,15,4099,6,4,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00059_1,Annual Report,Self-reported
PRJ_NGO_00060_1,NGO_00060,Environment & Forests Initiative #1 (Central Delhi),Ongoing,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Rural Development"", ""Women Empowerment""]",District Development Fund,"[""Delhi""]","[""Central Delhi""]",2024-09-01,,21,4078,16,5,1,,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00060_1,Annual Report,Self-reported
PRJ_NGO_00060_2,NGO_00060,Environment & Forests Initiative #2 (Central Delhi),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Rural Development"", ""Women Empowerment""]",District Development Fund,"[""Delhi""]","[""Central Delhi""]",2023-12-01,2024-12-25,13,2881,15,4,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00060_2,Annual Report,Self-reported
PRJ_NGO_00060_3,NGO_00060,Environment & Forests Initiative #3 (Central Delhi),Completed,Community-based environment & forests support project serving rural/urban clusters.,Environment & Forests,"[""Rural Development"", ""Women Empowerment""]",State Grant,"[""Delhi""]","[""Central Delhi""]",2022-10-01,2023-03-30,6,562,3,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00060_3,Annual Report,Self-reported
PRJ_NGO_00061_1,NGO_00061,Disaster Relief & Rehabilitation Initiative #1 (Nashik),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],District Development Fund,"[""Maharashtra""]","[""Nashik""]",2025-10-01,2026-09-26,12,2825,13,5,6,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00061_1,Annual Report,Self-reported
PRJ_NGO_00061_2,NGO_00061,Disaster Relief & Rehabilitation Initiative #2 (Nashik),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],CSR India Grant,"[""Maharashtra""]","[""Nashik""]",2024-05-01,2024-11-27,7,3254,13,6,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00061_2,Annual Report,Self-reported
PRJ_NGO_00061_3,NGO_00061,Disaster Relief & Rehabilitation Initiative #3 (Nashik),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],,"[""Maharashtra""]","[""Nashik""]",2023-02-01,2024-10-23,21,4565,11,6,6,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00061_3,Annual Report,Self-reported
PRJ_NGO_00061_4,NGO_00061,Disaster Relief & Rehabilitation Initiative #4 (Nashik),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],District Development Fund,"[""Maharashtra""]","[""Nashik""]",2022-11-01,2023-06-29,8,3950,4,3,5,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00061_4,Annual Report,Self-reported
PRJ_NGO_00061_5,NGO_00061,Disaster Relief & Rehabilitation Initiative #5 (Nashik),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],CSR India Grant,"[""Maharashtra""]","[""Nashik""]",2021-05-01,2021-12-27,8,1549,10,3,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00061_5,Annual Report,Self-reported
PRJ_NGO_00061_6,NGO_00061,Disaster Relief & Rehabilitation Initiative #6 (Nashik),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],CSR India Grant,"[""Maharashtra""]","[""Nashik""]",2020-04-01,2022-01-21,22,2601,15,4,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00061_6,Annual Report,Self-reported
PRJ_NGO_00061_7,NGO_00061,Disaster Relief & Rehabilitation Initiative #7 (Nashik),Completed,Community-based disaster relief & rehabilitation support project serving rural/urban clusters.,Disaster Relief & Rehabilitation,[],Public Donations,"[""Maharashtra""]","[""Nashik""]",2019-08-01,2020-01-28,6,1748,4,3,3,Successfully completed primary community training and material deployment.,"[""District Administration"", ""Local Panchayat""]",https://eleos.org/projects/PRJ_NGO_00061_7,Annual Report,Self-reported
PRJ_NGO_00062_1,NGO_00062,Water & Sanitation Initiative #1 (Sundargarh),Completed,Community-based water & sanitation support project serving rural/urban clusters.,Water & Sanitation,"[""Nutrition & Food Security""]",CSR India Grant,"[""Odisha""]","[""Sundargarh""]",2024-08-01,2026-06-22,23,1966,16,6,5,Successfully completed primary community training and material deployment.,[],https://eleos.org/projects/PRJ_NGO_00062_1,Annual Report,Self-reported
